/Volumes/Extend/AI/数据集/paimon_extend/vo_XHLQ002_2_paimon_01.wav|sil h ei1 sil h ei1 , d uo1 k uei1 l e5 x i1 n h ai3 zh ii4 d i4 ng d e5 zh a4 n sil sh u4 l a5 !|9 10 43 3 18 2 5 5 8 8 4 6 6 9 4 5 5 9 9 4 5 3 3 4 3 6 7 1 5 8 4 7 18 8|1|320.858 320.858 306.130 344.581 348.520 352.272 353.585 355.461 359.006 364.921 362.989 392.985 355.343 358.796 394.912 414.299 388.816 328.945 311.089 385.742 376.870 404.628 422.837 421.065 425.932 443.299 522.540 591.731 583.496 505.911 429.712 391.680 333.562 314.708
/Volumes/Extend/AI/数据集/paimon_extend/vo_WQDY001_24_paimon_06.wav|sil iou3 j ia1 sil n e2 ng h uei2 , ie3 sh ii4 h ao3 sh ii4 sil ia5 . uo3 m e5 n l v3 x i2 ng d e5 sh ii2 h ou4 , j i1 ng ch a2 ng b u4 d e2 b u4 z ai4 ie3 uai4 l u4 s u4 sil n e5 .|4 15 10 13 3 5 1 14 10 9 32 8 7 5 13 9 13 5 2 24 50 13 9 1 6 7 7 12 5 6 3 6 13 10 9 16 26 7 5 6 5 7 7 6 4 7 6 5 4 5 11 12 16 8 9 12 3 10 6 24 0|1|306.904 321.119 308.207 421.932 498.343 487.314 463.994 396.540 335.818 297.997 292.676 314.806 348.455 437.951 434.959 294.956 321.161 426.003 468.298 382.583 280.375 271.505 300.571 334.803 393.331 465.407 427.643 352.698 316.605 307.631 316.012 348.081 334.774 304.831 308.852 307.060 300.705 315.559 322.018 332.059 307.006 301.002 298.646 306.476 339.284 311.564 328.089 301.962 298.209 308.895 348.801 301.559 281.179 350.927 403.958 453.434 503.347 546.833 411.201 253.272 0.000
/Volumes/Extend/AI/数据集/paimon_extend/vo_NHDLQ002_2_paimon_16.wav|d uei4 sil a5 , zh ii3 sh ii4 i3 n d ao3 zh e4 x ie1 sil r e2 n z uo4 m e4 ng sil e2 r i3 , uei4 l e5 sh e2 n m e5 n e5 ?|5 20 3 24 44 11 6 7 7 5 8 5 7 9 5 7 4 4 5 1 8 10 5 10 4 4 7 2 18 22 44 17 6 5 18 1 1 13 2 8 9 16|1|413.373 443.297 440.315 346.890 328.870 336.960 337.477 360.240 398.587 405.548 419.748 409.890 352.978 307.820 387.973 404.365 436.716 441.408 400.170 402.580 402.024 406.660 440.482 448.215 487.570 522.476 482.221 391.068 303.402 259.157 260.744 394.261 452.357 425.926 359.837 286.289 278.547 259.948 291.875 327.320 391.113 420.848
/Volumes/Extend/AI/数据集/paimon_extend/vo_RZLQ001_3_paimon_04a.wav|sil n i3 ie3 sil sh ii4 x i1 f e1 ng q i2 sh ii4 t ua2 n d e5 sil r e2 n m a5 ?|5 6 7 10 2 8 5 10 6 5 1 10 10 5 6 5 9 7 5 5 0 3 12 1 1 12 15 11|1|322.845 342.986 406.577 498.588 504.571 454.698 405.209 388.514 399.516 387.598 420.431 417.167 377.838 341.621 359.999 418.117 455.043 375.450 311.011 385.355 0.000 453.783 431.089 344.075 335.043 322.403 335.757 330.942
/Volumes/Extend/AI/数据集/paimon_extend/vo_WDLQ001_1_paimon_19.wav|sil k e3 u4 , uo3 ie3 sil x ia3 ng k a4 n ! - - d a4 n zh e4 g e4 t a4 n c e4 i2 d e5 ch ii3 c ue4 n sil uo3 m ei2 f a3 sil d ai4 !|71 25 15 35 27 15 13 2 7 4 9 12 8 9 25 12 12 5 8 7 5 8 5 4 11 5 7 12 11 8 5 5 17 5 14 7 1 25 17 9 12 7 3 11 4 4 27|1|267.967 310.278 320.515 361.591 324.882 342.133 564.047 625.632 537.874 435.917 365.402 328.554 369.418 333.334 311.565 326.869 336.778 343.797 346.686 354.624 337.947 369.948 349.782 359.728 361.937 362.158 358.876 339.747 363.951 353.459 328.223 386.035 358.326 307.869 301.395 353.261 352.244 327.908 293.703 315.572 325.821 381.212 421.956 423.703 426.858 419.456 316.185
/Volumes/Extend/AI/数据集/paimon_extend/vo_ELLQ002_9_paimon_03.wav|sil b u4 g uo4 , uei4 sh e2 n m e5 iao4 x va3 n j ia4 ng c ai4 j ia1 n r ou4 sil d a1 ng j ia4 n m ia4 n l i3 n e5 ? uo3 d ou1 m ei2 t i1 ng sil g uo4 zh e4 d ao4 c ai4 …|3 10 6 14 18 32 8 9 1 1 7 0 16 8 3 6 6 5 8 9 7 9 8 3 4 7 4 5 3 7 6 6 4 4 6 5 7 10 8 12 40 13 6 6 8 8 12 3 8 2 5 7 6 6 5 10 16 19 17|1|297.736 297.736 311.942 331.011 394.711 387.675 434.360 416.267 393.199 388.639 375.479 0.000 417.266 392.348 326.776 294.454 277.508 384.710 409.912 388.233 399.119 403.562 441.321 485.861 524.891 563.169 529.622 502.037 422.944 369.594 326.799 350.414 345.972 339.119 340.333 336.813 325.809 291.380 255.770 273.049 291.331 324.130 317.170 424.790 451.683 422.448 402.997 465.506 502.071 587.495 599.177 526.275 397.075 361.990 345.441 327.467 305.547 281.213 235.419
/Volumes/Extend/AI/数据集/paimon_extend/vo_YMLQ003_3_paimon_09.wav|sil sh e2 n sil m e5 ? n i3 … n i3 g uo3 r a2 n z ai4 sil v4 n sil n ia4 ng sil k e3 p a4 sil d e5 i1 n sil m ou2 !|3 20 1 1 6 6 3 55 17 15 42 5 6 8 6 5 7 4 4 4 9 4 2 3 3 3 5 4 6 5 6 4 3 4 1 15 2 3 5 2 25|1|530.082 530.082 530.082 530.082 527.246 523.589 573.490 503.088 375.173 384.919 339.200 331.212 418.936 342.526 394.386 400.323 391.292 459.870 518.880 618.315 644.974 615.039 610.652 587.930 552.562 539.620 521.889 505.497 422.908 438.018 441.245 492.113 504.400 478.542 488.341 487.282 528.724 525.105 507.576 467.889 410.731
/Volumes/Extend/AI/数据集/paimon_extend/vo_SHLQ002_11_paimon_01.wav|sil sh e1 n h e4 j v1 r a2 n n e2 ng b a1 n d e2 d o4 ng zh e4 sil m e5 ch e2 n d e5 d o1 ng x i1 … u2 … t a1 g uo3 r a2 n sil b u2 sh ii4 f a2 n r e2 n !|3 17 1 13 10 8 11 3 5 6 2 8 1 8 6 5 4 4 2 7 3 7 8 5 4 7 4 15 1 5 5 2 8 2 13 19 12 66 56 59 12 5 11 7 6 7 1 5 8 1 8 5 6 8 4 20 1 1 11|1|331.361 331.361 331.361 345.160 339.539 343.413 319.877 354.893 379.526 365.394 367.176 365.841 354.748 353.300 343.269 393.379 401.787 396.487 410.343 419.211 429.546 434.815 438.377 550.530 607.171 584.236 499.639 379.629 336.381 319.922 323.655 324.563 317.761 343.331 327.039 314.096 286.051 264.712 271.739 323.253 354.942 362.530 342.285 312.839 286.319 311.999 405.972 495.238 579.037 503.030 451.312 399.524 370.049 328.088 324.948 331.081 329.777 329.550 323.479
/Volumes/Extend/AI/数据集/paimon_extend/vo_SHLQ002_13_paimon_04.wav|d e3 ng x ia4 uo3 m e5 n g ei3 sh e1 n h e4 sil ie3 sil m ai3 i1 zh ii1 , j iou4 d a1 ng sh ii4 ie4 x iao1 … h uo4 zh e3 m i2 ng t ia1 n d e5 sil z ao3 f a4 n sil h ao3 l e5 !|4 1 10 8 8 12 8 1 3 4 7 10 1 7 4 4 7 7 3 5 11 7 13 8 37 7 7 5 5 7 9 4 21 14 6 59 17 6 6 5 7 4 4 5 4 3 4 1 2 6 9 8 3 1 9 6 6 6 7 10|1|302.451 302.451 281.725 294.211 353.431 327.587 307.351 347.936 367.269 317.170 299.506 333.548 391.722 433.623 496.299 560.668 654.997 550.227 448.960 394.331 313.331 295.847 279.755 316.228 337.258 386.268 392.140 376.087 398.772 389.369 375.796 371.036 388.449 406.311 425.581 376.091 387.716 483.804 488.168 446.270 382.532 357.188 381.666 395.239 458.801 537.178 538.369 562.618 569.889 542.763 365.997 363.742 492.761 550.050 668.513 576.746 406.541 302.553 280.101 264.293
/Volumes/Extend/AI/数据集/paimon_extend/vo_ELLQ002_9_paimon_02.wav|zh e4 sil ie3 sh ii4 iao4 j i4 ch ou2 d e5 sh ii4 m a5 ? !|5 4 11 8 9 4 10 9 5 6 8 5 4 11 6 6 17 7 7|1|582.475 590.643 601.655 501.902 448.678 436.652 431.606 427.453 429.154 408.927 372.825 380.395 411.693 400.000 408.739 405.968 351.903 303.690 303.690
