dataset/VO_paimon/vo_LYAQ005_14_paimon_01.wav|zh e4 m e5 d a4 d e5 d o4 ng f u3 , n i2 n j iou4 i2 g e4 r e2 n zh u4 m a5 ? e2 r q ie3 h ai2 iou3 zh e4 m e5 d uo1 j i1 g ua1 n …|5 8 8 5 5 9 7 1 7 4 11 16 13 28 10 8 4 5 8 12 5 6 8 1 8 8 11 8 16 50 6 9 12 5 12 7 10 8 6 10 2 6 7 16 9 13 8 16 28|1|457.244 477.554 460.926 417.366 354.418 366.694 354.280 342.529 341.839 368.571 362.172 308.531 269.405 287.331 325.709 370.586 404.434 396.776 452.406 398.045 380.680 492.774 505.167 430.596 382.187 328.692 342.282 325.557 285.215 292.969 306.421 321.191 343.226 343.248 316.322 326.877 344.151 306.779 366.848 374.690 356.928 320.871 361.989 372.136 382.368 367.070 381.904 388.608 388.980|45.339 109.354 60.951 90.096 27.621 111.578 57.339 109.515 36.848 107.235 89.789 16.880 68.875 13.551 20.473 86.307 78.445 41.582 89.437 80.762 36.106 85.651 94.330 77.499 51.015 26.078 70.602 73.807 80.461 5.074 49.424 99.529 29.311 59.659 80.485 91.958 89.849 23.543 82.026 61.357 44.450 30.033 104.249 26.304 70.899 14.360 126.295 90.268 5.114
dataset/VO_paimon/vo_XMAQ303_5_paimon_12.wav|… sh ii4 h uei4 x ia4 ng s ai4 n uo4 n a4 ia4 ng m e5 ?|3 24 5 15 6 8 4 7 13 7 9 8 6 4 13 8 9 13 27|1|456.309 444.145 473.003 456.260 475.264 474.983 484.323 478.180 495.772 501.815 478.226 515.748 480.366 453.505 435.002 418.088 400.035 390.623 374.766|3.142 15.592 20.058 38.650 71.822 37.112 49.661 72.326 15.219 66.675 49.138 66.765 44.602 54.400 58.474 69.527 46.935 56.638 8.640
dataset/VO_paimon/vo_XMAQ104_10_paimon_04.wav|sil uo3 d ao4 j ve2 d e5 n i3 ie3 h e3 n h ao3 o2 .|22 0 8 9 7 4 9 0 9 10 9 5 4 6 10 4 24 8|1|236.559 0.000 253.552 414.858 410.430 359.137 351.690 0.000 369.897 331.569 543.675 491.203 261.609 180.888 220.455 284.696 294.821 323.136|54.205 0.000 35.408 91.958 26.948 60.206 66.810 0.000 48.365 59.935 78.130 47.312 60.518 55.674 66.479 71.223 76.314 6.370
dataset/VO_paimon/vo_XMAQ104_10_paimon_05.wav|s ai4 n uo4 sil ie3 z ai4 a5 , l ai2 d e5 zh e1 n z ao3 n e5 !|11 10 7 3 14 5 7 3 24 31 6 5 7 1 7 10 2 5 12 6 16 6|1|505.556 489.780 478.069 530.564 602.125 383.400 331.663 332.654 282.574 258.909 267.913 279.001 305.348 354.171 333.576 488.663 619.607 639.090 453.122 284.713 255.131 244.559|4.318 77.393 54.596 86.356 75.569 59.977 26.782 73.369 72.424 5.750 43.623 88.091 72.862 94.631 25.853 76.794 58.571 13.956 74.883 56.727 55.830 1.495
dataset/VO_paimon/vo_XMAQ303_5_paimon_13.wav|k e3 sil zh e1 n sh ii4 sil b ei1 b i3 d e5 sh ou3 d ua4 n !|16 3 12 3 9 3 4 5 11 3 8 7 6 9 1 14 9 9 10 5 29|1|479.004 479.004 514.150 567.319 545.970 604.952 627.713 591.482 513.583 494.691 518.374 501.081 477.671 448.137 493.164 514.796 474.104 395.204 471.431 422.496 405.516|13.876 35.797 40.871 11.262 69.250 65.034 36.242 24.496 27.521 20.048 67.861 21.521 35.759 47.262 69.457 34.895 75.205 24.114 79.653 71.587 15.657
dataset/VO_paimon/vo_XMAQ005_1_paimon_14.wav|sil a5 , n ao3 z ii5 h ao3 l ei4 …|3 50 56 17 14 9 4 17 7 16 25 31|1|286.254 285.233 275.336 284.872 282.137 263.597 292.743 321.884 302.546 291.529 297.757 281.354|3.839 52.507 12.540 44.299 66.002 33.666 58.949 66.142 72.865 61.837 64.769 15.256
dataset/VO_paimon/vo_XMAQ005_3_paimon_11.wav|sil i2 , sh ii4 sh uei2 ?|3 14 20 6 10 12 12 10|1|333.429 419.018 458.597 429.507 411.164 380.645 303.298 291.629|1.430 54.224 4.860 8.145 41.182 43.142 59.305 17.930
dataset/VO_paimon/vo_XMAQ102_6_paimon_04.wav|sil r a2 n h ou4 … t i2 n a4 l i3 t i1 ng d ao4 sh e1 ng i1 n g a3 n l e5 g uo4 l ai2 , b a1 ng m a2 ng i4 q i3 j i1 b ai4 l e5 n a4 x ie1 io1 ng b i1 ng , s uei2 h ou4 uo3 m e5 n b ia4 n i1 l u4 t ao2 d ao4 l e5 zh e4 l i3 .|3 13 4 8 14 12 33 8 5 5 8 4 4 9 4 2 4 6 7 2 6 6 4 6 6 5 3 3 10 9 7 8 35 3 3 4 7 3 5 7 8 4 7 6 6 4 4 3 6 6 8 6 9 9 8 7 5 37 12 6 9 12 1 8 1 3 5 5 5 9 6 5 12 6 6 4 5 4 9 10 7 15 8|1|165.542 250.478 307.056 312.891 334.584 354.909 332.915 336.963 341.155 363.595 407.697 400.620 339.432 300.503 374.426 384.008 392.636 391.759 393.227 407.655 421.342 437.890 447.886 408.840 382.786 301.189 277.192 278.729 288.810 430.968 369.494 288.594 320.820 355.777 356.122 362.643 353.941 342.205 333.695 372.989 322.402 306.608 308.313 340.709 328.490 367.525 340.736 331.747 339.121 359.033 346.065 360.635 357.404 377.528 310.469 387.992 387.899 356.833 332.365 319.444 317.168 333.759 311.307 287.904 287.333 289.070 267.009 358.987 346.777 326.777 336.022 378.119 310.811 296.548 286.220 386.715 408.017 383.139 310.026 312.724 278.557 240.972 229.838|0.256 25.229 78.810 76.867 44.737 83.884 8.717 28.442 51.032 47.076 88.948 54.605 41.982 24.541 34.046 47.316 55.943 92.127 38.434 36.037 73.609 63.525 57.391 35.247 73.693 61.224 50.557 67.411 30.651 89.453 58.125 63.379 6.220 9.959 94.888 97.981 54.113 86.008 72.761 54.949 31.957 37.608 28.206 57.324 41.603 105.247 65.974 67.404 38.348 58.961 39.234 70.838 64.812 64.139 20.305 66.343 49.152 3.400 12.538 62.644 53.883 83.368 92.317 60.487 58.463 65.885 35.000 70.122 71.801 42.539 59.254 77.884 43.045 74.219 42.414 99.210 64.527 85.923 26.136 79.809 60.223 37.175 4.564
dataset/VO_paimon/vo_XMAQ102_4_paimon_01.wav|d e3 ng d e3 ng , n a4 b ia1 n d e5 sh ii4 !|3 4 8 3 4 6 31 12 8 7 4 6 5 1 3 19 29|1|465.065 466.071 481.957 466.852 497.147 416.344 393.454 443.470 534.184 526.721 509.497 522.898 515.033 519.184 521.738 511.417 463.941|1.398 87.524 76.612 38.666 95.743 62.537 3.626 39.864 83.681 35.004 87.427 65.564 73.840 76.136 65.244 55.361 16.144
dataset/VO_paimon/vo_XMAQ005_3_paimon_10.wav|uo3 sil m e5 n x ia4 n z ai4 iao4 z e3 n m e5 b a4 n ? j iou4 s ua4 n iao4 zh ao3 q i2 t a1 r e2 n x ia3 ng b a4 n f a3 , uo3 sil m e5 n z ai4 x v1 m i2 ch e2 ng ie3 m ei2 iou3 b ie2 d e5 sh u2 r e2 n l e5 .|1 7 11 1 3 7 5 5 4 7 13 7 4 1 7 4 10 5 9 39 5 8 7 4 3 11 6 7 12 3 5 8 9 1 6 7 3 8 6 7 5 10 16 19 18 3 11 1 3 3 6 11 5 6 3 9 1 8 8 6 4 7 9 8 7 1 11 9 7 1 3 12 26 0|1|253.809 259.998 298.058 307.648 310.926 321.173 364.843 377.165 369.144 425.571 409.617 333.608 305.871 297.397 268.505 254.858 232.187 271.356 246.722 303.307 361.142 375.787 360.552 372.455 361.423 370.093 351.965 300.438 286.561 301.856 299.149 375.659 417.737 384.269 352.350 332.293 312.371 274.598 261.078 295.403 286.713 260.788 263.530 271.769 280.480 285.423 302.097 312.512 319.260 280.828 357.402 369.911 383.961 382.216 389.758 352.460 330.653 335.811 341.873 313.561 330.917 375.188 306.312 269.158 323.901 441.325 412.401 322.340 283.669 264.942 258.529 251.074 232.508 0.000|0.023 29.963 57.212 54.690 67.250 32.033 60.735 66.004 28.308 74.230 70.646 17.905 34.148 58.996 63.151 66.054 40.714 76.772 53.484 2.810 21.326 62.808 27.981 68.183 70.012 70.940 31.995 63.287 31.791 44.100 26.120 71.963 66.265 66.150 58.174 36.528 46.853 60.980 61.231 73.957 57.047 17.734 53.514 3.303 0.118 20.037 63.883 57.056 54.584 26.078 68.358 42.029 58.899 58.046 65.000 42.017 46.654 62.734 59.933 47.212 58.173 73.000 27.146 51.935 56.320 70.370 46.255 57.236 63.301 69.366 67.519 61.092 41.034 0.000
dataset/VO_paimon/vo_XMAQ005_1_paimon_15.wav|d uei4 sil o2 , n i3 zh e1 n c o1 ng m i2 ng ! n a4 n i3 iao4 s ii1 k ao3 x ie1 sh e2 n m e5 ?|3 22 3 12 21 8 4 7 7 3 5 7 3 7 4 9 31 6 7 7 3 8 9 3 5 5 7 6 6 1 3 6 9 7|1|563.529 578.294 408.230 355.358 350.381 350.238 381.224 347.532 498.947 610.903 596.783 501.391 449.090 418.203 395.192 312.700 319.977 382.191 440.523 405.270 360.230 337.634 380.840 443.975 395.865 342.106 320.791 394.125 391.898 377.623 369.081 343.885 422.916 469.058|1.542 74.676 72.701 60.200 7.739 15.089 67.302 41.307 74.190 37.346 14.275 69.118 70.034 59.409 65.155 55.066 2.057 31.560 70.836 55.700 50.195 66.712 27.663 70.155 40.442 73.592 44.685 64.202 55.695 42.795 66.934 55.331 69.079 6.660
dataset/VO_paimon/vo_LYAQ107_3_paimon_01.wav|sil t ia1 n q va2 n n i2 ng g ua1 ng … z uei4 j i4 n i4 zh ii2 t i1 ng d ao4 zh e4 g e4 m i2 ng z ii4 .|5 13 10 7 12 5 8 9 9 11 9 21 4 47 8 11 6 6 16 4 8 6 10 4 4 3 7 6 3 5 5 7 6 9 14 4 23|1|418.221 418.221 440.728 459.690 437.633 380.192 366.741 398.804 389.341 381.908 398.168 450.202 467.470 443.578 415.892 417.813 396.459 405.352 459.324 547.508 454.601 360.303 313.944 339.094 356.986 350.516 346.194 328.615 333.298 320.519 329.271 311.856 295.148 280.003 282.253 299.779 442.206|0.073 21.726 83.488 64.057 42.496 47.550 92.198 47.717 40.305 40.730 8.273 145.703 47.459 1.294 8.483 68.295 33.311 60.799 70.530 89.686 42.043 48.814 29.551 22.532 45.130 32.502 124.516 49.576 44.481 25.109 58.191 44.775 44.139 49.189 21.888 54.013 54.012
dataset/VO_paimon/vo_XMAQ012_5_paimon_01.wav|sil n a4 x i1 d a2 , uo3 sil m e5 n h uei2 l ai2 sil l e5 .|3 2 7 8 6 5 14 8 10 2 8 1 4 5 6 6 2 3 9 15 2|1|385.992 387.168 414.241 424.815 449.113 411.758 382.248 380.756 341.171 314.344 335.530 336.043 333.242 316.083 332.330 397.763 476.864 546.445 575.236 473.648 473.648|1.507 21.165 69.138 34.245 55.899 27.828 64.664 7.036 0.659 17.804 61.447 64.199 69.621 25.896 63.435 65.113 62.870 58.764 60.997 37.943 0.246
dataset/VO_paimon/vo_XMAQ102_6_paimon_05.wav|sil a5 ? h u4 h ua4 n ? n a2 n d ao4 sh uo1 , n i3 d e5 i4 sh ii2 ie3 q v4 l e5 n a4 x i1 d a2 d e5 t i3 n ei4 ?|4 35 41 20 14 13 13 13 59 22 7 6 4 9 14 14 38 13 11 7 0 19 10 8 7 11 3 5 3 6 9 11 4 4 10 7 1 14 4 7 15 6|1|288.507 329.919 474.441 486.499 479.858 486.492 592.086 441.190 282.839 306.281 335.524 353.427 365.547 413.060 406.591 419.265 338.334 291.753 327.215 288.173 0.000 385.065 396.537 341.619 304.808 304.545 373.068 387.843 390.478 395.379 426.468 436.976 462.731 441.027 334.939 387.951 577.423 543.181 371.607 323.362 327.518 295.269|0.909 58.513 2.292 10.138 80.080 15.349 77.911 53.845 3.011 28.905 77.874 59.147 33.335 91.519 32.141 78.118 3.936 25.264 47.196 64.629 0.000 64.585 51.048 41.057 69.137 28.996 57.221 72.192 91.724 47.943 74.305 32.598 63.489 31.835 74.629 62.491 92.394 33.817 36.743 42.563 77.342 21.101
dataset/VO_paimon/vo_SZAQ102_2_paimon_04.wav|sil a5 , d ai4 i1 n …|3 16 40 5 8 20 7 2|1|415.463 483.792 538.495 517.275 527.328 526.276 541.696 536.252|0.413 60.397 6.673 15.432 87.010 84.882 45.012 1.910
dataset/VO_paimon/vo_XMAQ305_13_paimon_03.wav|d a1 ng r a2 n sh ii4 zh e1 n d e5 l a5 , n i3 b ie2 z ou3 , j iou4 z ai4 zh e4 l i3 d e3 ng uo3 !|3 5 10 7 3 2 4 6 8 5 7 5 0 6 11 27 20 7 5 10 5 10 23 7 4 3 6 5 4 4 5 5 4 15 1 14|1|475.050 474.924 599.081 610.047 544.676 502.322 466.704 448.294 422.285 453.491 454.828 441.522 0.000 425.550 353.079 324.338 341.176 396.592 333.298 440.643 427.802 374.449 357.175 391.784 408.451 380.272 405.649 395.367 438.094 433.021 383.679 309.246 360.189 454.911 407.033 427.156|0.928 92.304 84.215 79.765 74.866 65.445 47.854 41.393 31.133 71.368 71.068 76.935 0.000 75.267 64.794 4.332 17.426 61.472 35.303 85.912 21.822 76.109 7.059 17.924 62.926 35.177 77.076 53.800 64.401 63.152 58.662 22.866 92.250 86.180 71.123 29.760
dataset/VO_paimon/vo_XMAQ305_11_paimon_06.wav|sil n a4 uo3 m e5 n ie3 sil sh ii4 h ao3 ia3 n va2 n l a5 ?|3 5 25 1 6 1 5 9 3 2 7 9 6 9 7 4 6 7 19 2|1|351.614 348.095 321.285 271.276 267.058 277.774 358.378 560.966 546.087 502.623 472.678 419.442 375.482 407.350 374.278 339.973 315.973 350.228 443.164 469.906|0.848 22.205 73.248 83.935 59.830 53.584 61.741 74.568 65.461 40.243 42.478 60.718 72.306 73.845 62.607 53.726 63.230 77.162 54.912 0.602
