dataset/mxj/mxj_40086.wav|sil uo3 , uo3 sh uo1 n a4 sil d uo1 b u4 h ao3 i4 s ii1 ia5 … …|43 3 26 1 11 10 15 12 14 5 10 3 9 7 12 15 9 3 18 17 16|0|123.333 0.000 249.531 332.300 218.582 438.710 471.173 402.842 0.000 0.000 386.520 471.333 505.033 325.643 289.042 269.507 170.600 275.367 230.939 40.494 0.000
dataset/mxj/mxj_40087.wav|sil z o3 ng sh ii4 c e4 ng n i3 ch ii1 , c e4 ng n i3 h e1 sh e2 n m e5 d e5 … …|3 6 5 10 7 9 20 3 6 8 7 18 6 0 19 2 5 6 7 15 11 7 1 3 9 3 7 11 21 20|0|0.000 0.000 224.380 272.100 315.529 363.989 88.180 351.367 343.150 308.588 253.400 107.450 280.783 0.000 127.663 282.550 278.880 261.767 234.486 93.313 243.691 247.986 0.000 234.900 207.978 204.033 205.114 196.018 29.867 0.000
dataset/mxj/mxj_30540.wav|… … ue2 n , ue2 n sil zh ii3 … …|17 17 0 3 0 1 8 63 5 24 33 33|0|0.000 0.000 0.000 321.133 0.000 530.400 498.788 246.076 0.000 392.246 20.630 26.782
dataset/mxj/mxj_20075.wav|sil n a4 g e4 … … b u4 , h ai2 sh ii4 s ua4 n l e5 b a5 .|9 13 9 5 9 80 80 5 13 6 28 7 4 7 8 6 5 3 3 6 10 83|0|0.000 174.531 391.711 217.060 301.589 7.946 17.544 57.120 218.262 75.217 15.954 245.800 245.100 189.600 266.800 243.333 272.800 245.767 239.700 220.850 212.540 10.837
dataset/mxj/mxj_60888.wav|sil zh ii3 iao4 ue2 n zh ii3 n e2 ng g ou4 t u1 p o4 … … t a1 j iou4 i2 d i4 ng h uei4 m a3 sh a4 ng b a3 t a1 s o4 ng d ao4 g uo2 uai4 q v4 . sh ii4 zh e4 ia4 ng m ei2 c uo4 b a5 ?|50 9 8 16 1 6 6 3 6 1 5 6 5 15 3 14 7 30 29 7 5 6 4 9 5 2 3 5 4 6 7 6 3 4 4 4 5 4 7 3 3 3 3 11 8 12 15 8 64 16 3 7 4 4 4 7 6 11 6 8 10 49|0|18.878 53.578 242.812 240.344 232.000 237.200 209.200 249.300 182.817 219.200 222.060 164.583 254.140 47.767 90.133 52.943 207.414 23.657 0.000 0.000 252.560 56.750 317.725 288.289 229.720 320.200 330.800 124.540 171.125 306.050 218.457 0.000 0.000 217.525 318.375 262.925 178.600 180.850 146.114 300.933 293.433 294.900 290.033 182.709 254.975 300.300 51.900 161.575 33.547 13.312 0.000 139.571 333.100 308.750 284.400 264.543 248.483 44.736 300.433 202.588 232.650 0.000
dataset/mxj/mxj_20213.wav|… … zh e4 , zh e4 h ai2 x ia4 ng d ia3 n h ua4 … …|42 42 5 7 32 8 8 7 9 6 5 6 3 3 6 5 10 21 21|0|99.836 0.000 0.000 60.871 0.000 0.000 473.450 383.243 288.944 194.667 201.240 321.900 290.167 284.333 252.850 252.820 283.400 0.000 0.000
dataset/mxj/mxj_30726.wav|sil p i2 ng g u1 ? b u2 iao4 b u2 iao4 , n a2 n ch ii1 . b ie2 ch ao3 l e5 .|27 16 5 12 5 13 24 7 2 14 7 2 13 24 9 11 6 11 8 29 5 6 6 9 5 14 30|0|0.000 24.719 339.260 406.842 200.200 406.769 13.758 37.257 282.400 306.857 238.014 251.050 274.938 36.104 0.000 216.573 253.450 68.209 264.738 9.393 0.000 325.383 304.133 355.456 292.780 285.557 57.160
dataset/mxj/mxj_10510.wav|sil k ao4 , n a4 sil m e5 ua3 n a5 - - ? !|8 11 3 38 18 2 3 8 3 15 14 17 22 11 6 5|0|0.000 0.000 209.400 29.229 145.772 547.100 568.700 560.825 316.000 309.140 232.414 145.129 0.000 0.000 0.000 0.000
dataset/mxj/mxj_20212.wav|sil h e1 ng ! n i3 g ai1 d e5 ! !|15 3 9 6 25 5 4 4 10 6 6 31 30|0|0.000 108.500 471.856 380.017 0.000 53.740 280.275 188.300 403.030 458.117 0.000 0.000 0.000
dataset/mxj/mxj_30727.wav|sil sh e2 n m e5 t iao1 sh ii2 a5 . b u4 x i3 h ua1 n ch ii1 d e5 g a4 n m a5 iao4 b i1 z ii4 j i3 q v4 ch ii1 n e5 sil|18 10 1 3 5 3 7 17 8 4 11 26 4 9 6 4 3 7 4 8 3 7 1 5 4 5 4 6 8 7 6 4 1 4 8 7 5 9 4 6 18 37|0|0.000 0.000 0.000 0.000 274.820 506.200 469.929 423.859 200.212 145.125 219.436 25.535 0.000 292.744 170.083 318.125 273.400 259.543 264.850 92.138 315.333 243.486 305.100 241.920 300.000 427.700 407.800 352.683 338.150 231.857 299.217 266.775 268.200 304.550 282.113 192.843 234.380 30.522 292.250 268.050 242.922 18.897
dataset/mxj/mxj_20074.wav|… … uo3 sil d o3 ng l a5 .|9 9 3 20 3 6 7 3 18 94|0|0.000 0.000 0.000 268.720 87.867 314.217 266.186 262.367 286.922 0.000
dataset/mxj/mxj_20747.wav|sil h ao3 l e5 h ao3 l e5 - - x ia4 n z ai4 uo3 m e5 n j iou4 q v4 g uo4 sh a1 n ch e1 b a5 ?|15 8 46 6 6 3 8 7 19 10 10 8 6 6 4 12 1 8 1 4 3 5 5 4 5 6 5 5 4 4 10 5 15 41|0|0.000 0.000 254.330 259.733 304.383 323.000 292.513 265.414 311.163 126.610 0.000 0.000 301.767 274.850 261.150 269.917 245.100 222.512 233.000 238.800 235.600 252.120 310.680 339.150 244.240 305.867 220.660 301.280 374.425 186.850 289.260 249.700 336.627 0.000
